object_id,city,county,region,development,locality,on_road,rural_urban,speed_limit,traffic_control,weather,workzone,bike_age,bike_age_group,bike_alcohol,bike_alcohol_drugs,bike_direction,bike_injury,bike_position,bike_race,bike_sex,driver_age,driver_age_group,driver_alcohol,driver_alcohol_drugs,driver_est_speed,driver_injury,driver_race,driver_sex,driver_vehicle_type,crash_alcohol,crash_date,crash_day,crash_group,crash_hour,crash_location,crash_month,crash_severity,crash_time,crash_type,crash_year,ambulance_req,hit_run,light_condition,road_character,road_class,road_condition,road_configuration,road_defects,road_feature,road_surface,num_lanes,geo_point
3990,Siler City,Chatham,Piedmont,Residential,Urban (>70% Developed),NA,Urban,40 - 45  MPH,No Control Present,Clear,No,38,30-39,Yes,NA,With Traffic,O: No Injury,Travel Lane,White,Male,19,0-19,No,NA,41-45 mph,O: No Injury,White,Male,Sport Utility,Yes,28MAY2010,Friday,Motorist Overtaking Bicyclist,22,Non-Intersection,May,O: No Injury,22:35:00,Motorist Overtaking - Other / Unknown,2010,No,No,Dark - Lighted Roadway,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,4 lanes,"35.7080530354, -79.4527528511"
3993,Hope Mills,Cumberland,Coastal,Residential,Urban (>70% Developed),NA,Urban,20 - 25  MPH,No Control Present,Clear,No,9,6-10,No,NA,Facing Traffic,B: Evident Injury,Travel Lane,Hispanic,Male,21,20-24,No,NA,21-25 mph,O: No Injury,Black,Female,Passenger Car,No,28MAY2010,Friday,Loss of Control / Turning Error,17,Intersection,May,B: Evident Injury,17:37:00,Bicyclist Turning Error - Right Turn,2010,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,2 lanes,"34.9756268953, -78.9532526618"
3997,Boone,Watauga,Mountains,Institutional,Urban (>70% Developed),NA,Urban,20 - 25  MPH,No Control Present,Clear,No,20,20-24,No,NA,With Traffic,B: Evident Injury,Bike Lane / Paved Shoulder,White,Male,20,20-24,No,NA,31-35 mph,O: No Injury,White,Female,Sport Utility,No,15JUN2010,Tuesday,Motorist Right Turn / Merge,10,Non-Intersection,June,B: Evident Injury,10:13:00,Motorist Right Turn - Same Direction,2010,No,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,6 lanes,"36.2124510584, -81.6807835471"
6271,Durham,Durham,Piedmont,Residential,Urban (>70% Developed),NA,Urban,20 - 25  MPH,Stop Sign,Clear,No,13,11-15,No,NA,Facing Traffic,A: Disabling Injury,Travel Lane,Black,Male,NA,NA,No,NA,31-35 mph,Unknown Injury,Unknown/Missing,NA,Passenger Car,No,02NOV2008,Sunday,Crossing Paths - Other Circumstances,14,Intersection,November,A: Disabling Injury,14:58:00,Sign-Controlled Intersection - Other / Unknown,2008,Yes,Yes,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,2 lanes,"35.9903521158, -78.8805926935"
6275,Eastover,Cumberland,Coastal,Residential,Mixed (30% To 70% Developed),NA,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,53,50-59,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,54,50-59,No,NA,41-45 mph,O: No Injury,White,Female,Sport Utility,No,06NOV2008,Thursday,Bicyclist Left Turn / Merge,17,Non-Intersection,November,B: Evident Injury,17:37:00,Bicyclist Left Turn - Same Direction,2008,No,No,Dusk,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.087019925, -78.7909526186"
6280,Charlotte,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,5 - 15 MPH,No Control Present,Clear,No,29,25-29,No,NA,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Female,17,0-19,No,NA,0-5 mph,O: No Injury,White,Female,Passenger Car,No,05NOV2008,Wednesday,Motorist Failed to Yield - Midblock,12,Non-Intersection,November,C: Possible Injury,12:28:00,Motorist Drive Out - Commercial Driveway / Alley,2008,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,NA,"35.13728986, -80.9372592649"
6282,None - Rural Crash,Currituck,Coastal,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,Missing,Clear,No,26,25-29,Yes,NA,Facing Traffic,B: Evident Injury,Travel Lane,White,Male,21,20-24,No,NA,51-55 mph,O: No Injury,White,Male,Passenger Car,Yes,16OCT2008,Thursday,Bicyclist Right Turn / Merge,20,Non-Intersection,October,B: Evident Injury,20:43:00,Bicyclist Right Turn - Opposite Direction,2008,Yes,No,Dark - Roadway Not Lighted,Curve - Level,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,5 lanes,"36.0799172409, -75.7950117545"
6285,Winston-Salem,Forsyth,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,43,40-49,No,NA,With Traffic,C: Possible Injury,Travel Lane,Black,Male,NA,NA,No,NA,11-15 mph,Unknown Injury,Unknown/Missing,NA,Passenger Car,No,05SEP2008,Friday,Parallel Paths - Other Circumstances,6,Intersection-Related,September,C: Possible Injury,06:21:00,Parallel Paths - Other / Unknown,2008,Yes,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Positive Median Barrier",None,No Special Feature,Smooth Asphalt,6 lanes,"36.1512220992, -80.2792831249"
6289,Charlotte,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,9,6-10,No,NA,Not Applicable,Unknown Injury,Travel Lane,Hispanic,Male,44,40-49,No,NA,26-30 mph,O: No Injury,White,Female,Passenger Car,No,11NOV2008,Tuesday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,November,O: No Injury,17:33:00,Bicyclist Ride Out - Midblock - Unknown,2008,No,No,Dark - Lighted Roadway,NA,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,5 lanes,"35.1552418661, -80.8762632476"
6293,Carrboro,Orange,Piedmont,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,19,16-19,No,NA,Facing Traffic,B: Evident Injury,Travel Lane,White,Male,64,60-69,No,NA,21-25 mph,O: No Injury,White,Female,Passenger Car,No,20OCT2008,Monday,Bicyclist Right Turn / Merge,15,Intersection,October,B: Evident Injury,15:46:00,Bicyclist Right Turn - Same Direction,2008,Yes,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,3 lanes,"35.9037740898, -79.0911627523"
6314,Durham,Durham,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,41,40-49,No,NA,With Traffic,O: No Injury,Travel Lane,White,Male,28,25-29,No,NA,0-5 mph,O: No Injury,White,Male,Passenger Car,No,03NOV2008,Monday,Motorist Failed to Yield - Midblock,18,Non-Intersection,November,O: No Injury,18:06:00,Motorist Drive Out - Commercial Driveway / Alley,2008,No,No,Dark - Roadway Not Lighted,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,2 lanes,"36.001877117, -78.9132527037"
6317,None - Rural Crash,Richmond,Piedmont,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,58,50-59,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,NA,NA,Missing,NA,36-40 mph,Unknown Injury,Unknown/Missing,NA,NA,No,29OCT2008,Wednesday,Parallel Paths - Other Circumstances,14,Non-Intersection,October,B: Evident Injury,14:00:00,Parallel Paths - Other / Unknown,2008,No,Yes,Dawn,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,Underpass,Smooth Asphalt,2 lanes,"34.8559368435, -79.6954828787"
6319,None - Rural Crash,Chatham,Piedmont,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,No Control Present,Clear,No,70+,70+,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,53,50-59,No,NA,41-45 mph,O: No Injury,White,Male,Passenger Car,No,02NOV2008,Sunday,Motorist Overtaking Bicyclist,10,Non-Intersection,November,B: Evident Injury,10:43:00,Motorist Overtaking - Misjudged Space,2008,Yes,No,Daylight,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.7968100702, -79.0116827228"
6320,Asheville,Buncombe,Mountains,Residential,Urban (>70% Developed),NA,Urban,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,28,25-29,No,NA,Facing Traffic,O: No Injury,Bike Lane / Paved Shoulder,Hispanic,Male,37,30-39,No,NA,41-45 mph,O: No Injury,White,Male,Police,No,03NOV2008,Monday,Bicyclist Right Turn / Merge,6,Non-Intersection,November,O: No Injury,06:15:00,Bicyclist Right Turn - Opposite Direction,2008,No,No,Dark - Lighted Roadway,Straight - Grade,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.5120918791, -82.519397755"
6323,None - Rural Crash,Rockingham,Piedmont,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,56,50-59,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,26,25-29,No,NA,51-55 mph,O: No Injury,White,Female,Passenger Car,No,07NOV2008,Friday,Motorist Overtaking Bicyclist,17,Non-Intersection,November,C: Possible Injury,17:10:00,Motorist Overtaking - Misjudged Space,2008,Yes,No,Daylight,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"36.290759147, -79.780802982"
6329,Durham,Durham,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,22,20-24,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,50,50-59,No,NA,11-15 mph,O: No Injury,White,Female,Passenger Car,No,06NOV2008,Thursday,Motorist Left Turn / Merge,7,Non-Intersection,November,C: Possible Injury,07:58:00,Motorist Left Turn - Opposite Direction,2008,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,4 lanes,"36.02185412, -78.952432717"
6333,Charlotte,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Cloudy,No,23,20-24,No,NA,With Traffic,O: No Injury,Travel Lane,Other,Male,45,40-49,No,NA,6-10 mph,O: No Injury,White,Male,Van,No,30NOV2008,Sunday,Motorist Failed to Yield - Midblock,18,Non-Intersection,November,O: No Injury,18:39:00,Motorist Drive Out - Commercial Driveway / Alley,2008,No,No,Dark - Lighted Roadway,Straight - Level,Local Street,Wet,"One-Way, Not Divided",None,No Special Feature,Smooth Asphalt,3 lanes,"35.2220368813, -80.8479732429"
6334,None - Rural Crash,Brunswick,Coastal,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,34,30-39,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Female,70+,70+,No,NA,31-35 mph,O: No Injury,Black,Male,Pickup,No,09NOV2008,Sunday,Motorist Overtaking Bicyclist,13,Non-Intersection,November,C: Possible Injury,13:40:00,Motorist Overtaking - Other / Unknown,2008,Yes,No,Daylight,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"34.312006779, -78.0867863683"
6347,Fayetteville,Cumberland,Coastal,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,50,50-59,No,NA,With Traffic,O: No Injury,Travel Lane,Black,Male,69,60-69,Yes,NA,21-25 mph,O: No Injury,Black,Male,Pickup,Yes,06DEC2008,Saturday,Motorist Left Turn / Merge,18,Intersection,December,O: No Injury,18:44:00,Motorist Left Turn - Opposite Direction,2008,No,No,Dark - Roadway Not Lighted,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,6 lanes,"35.0423169087, -78.9907326772"
6351,Durham,Durham,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Cloudy,No,38,30-39,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,48,40-49,No,NA,16-20 mph,O: No Injury,White,Male,Passenger Car,No,14NOV2008,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,19,Intersection,November,C: Possible Injury,19:40:00,Motorist Drive Through - Sign-Controlled Intersection,2008,Yes,No,Dark - Lighted Roadway,Straight - Grade,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,4 lanes,"35.922247099, -78.9571827125"
6356,Goldsboro,Wayne,Coastal,Residential,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Missing,Rain,No,60,60-69,No,NA,With Traffic,O: No Injury,Travel Lane,White,Male,18,0-19,No,NA,36-40 mph,O: No Injury,Black,Female,Passenger Car,No,13NOV2008,Thursday,Crossing Paths - Other Circumstances,15,Intersection,November,O: No Injury,15:10:00,Crossing Paths - Intersection - Other / Unknown,2008,No,No,Daylight,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.3930070215, -77.9016923656"
6357,Jacksonville,Onslow,Coastal,Commercial,Urban (>70% Developed),NA,Urban,20 - 25  MPH,No Control Present,Clear,No,48,40-49,No,NA,With Traffic,C: Possible Injury,Travel Lane,Black,Female,43,40-49,No,NA,6-10 mph,O: No Injury,White,Male,Pickup,No,14NOV2008,Friday,Bicyclist Left Turn / Merge,9,Non-Intersection,November,C: Possible Injury,09:30:00,Bicyclist Left Turn - Same Direction,2008,No,No,Daylight,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"34.7652069006, -77.4200521876"
6360,Cary,Wake,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Rain,No,17,16-19,No,NA,Facing Traffic,B: Evident Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,NA,NA,Missing,NA,NA,Unknown Injury,Unknown/Missing,NA,Van,No,11DEC2008,Thursday,Crossing Paths - Other Circumstances,7,Intersection,December,B: Evident Injury,07:00:00,Signalized Intersection - Other / Unknown,2008,No,Yes,Dark - Lighted Roadway,Straight - Level,State Secondary Route,Wet,"Two-Way, Not Divided",Road Surface Condition,Four-Way Intersection,Coarse Asphalt,NA,"35.7715790736, -78.7635826465"
6370,Smithfield,Johnston,Coastal,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,No Control Present,Clear,No,35,30-39,No,NA,With Traffic,B: Evident Injury,Bike Lane / Paved Shoulder,White,Male,43,40-49,No,NA,26-30 mph,O: No Injury,Black,Male,Van,No,01DEC2008,Monday,Bicyclist Left Turn / Merge,7,Non-Intersection,December,B: Evident Injury,07:27:00,Bicyclist Left Turn - Same Direction,2008,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Bridge,Coarse Asphalt,4 lanes,"35.5129920321, -78.3503975075"
6379,Charlotte,Mecklenburg,Piedmont,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Urban,50 - 55  MPH,No Control Present,Clear,No,40,40-49,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,55,50-59,No,NA,51-55 mph,O: No Injury,White,Female,Passenger Car,No,14OCT2008,Tuesday,Motorist Overtaking Bicyclist,18,Non-Intersection,October,B: Evident Injury,18:00:00,Motorist Overtaking - Undetected Bicyclist,2008,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Coarse Asphalt,4 lanes,"35.223806889, -80.6364781799"
6384,Raleigh,Wake,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Cloudy,No,18,16-19,No,NA,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,52,50-59,No,NA,0-5 mph,O: No Injury,Black,Male,Sport Utility,No,26SEP2008,Friday,Bicyclist Failed to Yield - Signalized Intersection,19,Intersection,September,C: Possible Injury,19:19:00,Bicyclist Ride Through - Signalized Intersection,2008,No,No,Daylight,Straight - Level,Local Street,Dry,"One-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,4 lanes,"35.7798300791, -78.6434526099"
6409,Greenville,Pitt,Coastal,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop Sign,Cloudy,No,46,40-49,No,NA,With Traffic,B: Evident Injury,Travel Lane,Black,Male,62,60-69,No,NA,0-5 mph,O: No Injury,Black,Female,Van,No,12DEC2008,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,6,Intersection,December,B: Evident Injury,06:40:00,Motorist Drive Out - Sign-Controlled Intersection,2008,Yes,No,Dark - Lighted Roadway,Straight - Level,US Route,Wet,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,5 lanes,"35.573697078, -77.3946862198"
6416,Charlotte,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Missing,Cloudy,No,18,16-19,No,NA,Not Applicable,B: Evident Injury,Non-Roadway,White,Male,45,40-49,No,NA,11-15 mph,O: No Injury,White,Female,Sport Utility,No,17DEC2008,Wednesday,Non-Roadway,15,Non-Roadway,December,B: Evident Injury,15:07:00,Non-Roadway,2008,No,No,Daylight,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,NA,"35.0963738565, -80.7801732158"
6424,Raleigh,Wake,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,25,25-29,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,30,30-39,No,NA,26-30 mph,O: No Injury,White,Male,Passenger Car,No,23SEP2008,Tuesday,Loss of Control / Turning Error,17,Intersection,September,B: Evident Injury,17:13:00,Bicyclist Lost Control - Mechanical Problems,2008,No,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,4 lanes,"35.7805700797, -78.6459826107"
6428,Goldsboro,Wayne,Coastal,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Rain,No,12,11-15,No,NA,Not Applicable,C: Possible Injury,Travel Lane,Black,Male,70+,70+,No,NA,26-30 mph,O: No Injury,Black,Female,Passenger Car,No,20DEC2008,Saturday,Bicyclist Failed to Yield - Midblock,20,Non-Intersection,December,C: Possible Injury,20:44:00,Bicyclist Ride Out - Midblock - Unknown,2008,Yes,No,Dark - Lighted Roadway,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,4 lanes,"35.3798250168, -77.9750023862"
6430,Goldsboro,Wayne,Coastal,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,54,50-59,Yes,NA,With Traffic,B: Evident Injury,Travel Lane,Black,Male,26,25-29,No,NA,6-10 mph,O: No Injury,White,Female,Sport Utility,Yes,24DEC2008,Wednesday,Loss of Control / Turning Error,20,Intersection,December,B: Evident Injury,20:39:00,Motorist Turning Error - Left Turn,2008,No,No,Dark - Lighted Roadway,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.3828500167, -77.9861823899"
6432,None - Rural Crash,Pitt,Coastal,Residential,Mixed (30% To 70% Developed),NA,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,45,40-49,No,NA,With Traffic,A: Disabling Injury,Travel Lane,White,Male,NA,NA,Missing,NA,51-55 mph,Unknown Injury,Unknown/Missing,NA,NA,No,30DEC2008,Tuesday,Motorist Overtaking Bicyclist,20,Non-Intersection,December,A: Disabling Injury,20:04:00,Motorist Overtaking - Other / Unknown,2008,Yes,Yes,Dark - Roadway Not Lighted,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.5838200845, -77.2810721861"
6442,Goldsboro,Wayne,Coastal,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,45,40-49,No,NA,With Traffic,A: Disabling Injury,Travel Lane,Black,Male,44,40-49,No,NA,31-35 mph,O: No Injury,White,Male,Sport Utility,No,21DEC2008,Sunday,Motorist Overtaking Bicyclist,20,Non-Intersection,December,A: Disabling Injury,20:05:00,Motorist Overtaking - Undetected Bicyclist,2008,Yes,No,Dark - Roadway Not Lighted,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.3963200188, -78.0009223951"
6444,Greensboro,Guilford,Piedmont,Residential,Mixed (30% To 70% Developed),NA,Urban,30 - 35  MPH,Missing,Clear,No,49,40-49,Yes,NA,Not Applicable,B: Evident Injury,NA,Black,Male,56,50-59,No,NA,26-30 mph,O: No Injury,Black,Male,Passenger Car,Yes,25DEC2008,Thursday,Bicyclist Failed to Yield - Midblock,18,Non-Intersection,December,B: Evident Injury,18:46:00,Bicyclist Ride Out - Midblock - Unknown,2008,Yes,No,Dark - Roadway Not Lighted,Straight - Bottom,Local Street,Dry,"Two-Way, Not Divided",None,Bridge Approach,Smooth Asphalt,2 lanes,"36.0487670968, -79.761812963"
6446,Rocky Mount,Nash,Coastal,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Missing,Clear,No,13,11-15,No,NA,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,NA,NA,Missing,NA,NA,Unknown Injury,Unknown/Missing,NA,Pickup,No,24NOV2008,Monday,Motorist Overtaking Bicyclist,15,Non-Intersection,November,C: Possible Injury,15:13:00,Motorist Overtaking - Other / Unknown,2008,No,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.915691138, -77.8122823652"
6459,Greensboro,Guilford,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop And Go Signal,Cloudy,No,70+,70+,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,NA,NA,Missing,NA,16-20 mph,Unknown Injury,Unknown/Missing,NA,NA,No,20MAY2008,Tuesday,Motorist Overtaking Bicyclist,11,Non-Intersection,May,C: Possible Injury,11:39:00,Motorist Overtaking - Misjudged Space,2008,Yes,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,6 lanes,"36.1298671101, -79.8540629957"
6474,Beaufort,Carteret,Coastal,Residential,Urban (>70% Developed),NA,Rural,20 - 25  MPH,Stop Sign,Clear,No,13,11-15,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,18,0-19,No,NA,21-25 mph,O: No Injury,Black,Female,Passenger Car,No,11FEB2007,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,15,Intersection,February,C: Possible Injury,15:40:00,Bicyclist Ride Out - Sign-Controlled Intersection,2007,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"34.7173529151, -76.6567519536"
6475,Lenoir,Caldwell,Mountains,Commercial,Urban (>70% Developed),NA,Urban,NA,No Control Present,Cloudy,No,18,16-19,No,NA,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,NA,NA,Missing,NA,NA,Unknown Injury,Unknown/Missing,NA,"Light Truck (Mini-Van, Panel)",No,12FEB2007,Monday,Motorist Overtaking Bicyclist,8,Non-Intersection,February,C: Possible Injury,08:00:00,Motorist Overtaking - Other / Unknown,2007,Yes,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,5 lanes,"35.8906889949, -81.5764934973"
6479,None - Rural Crash,Johnston,Coastal,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,Stop Sign,Clear,No,40,40-49,No,NA,With Traffic,C: Possible Injury,Travel Lane,Hispanic,Male,21,20-24,No,NA,6-10 mph,O: No Injury,White,Female,Passenger Car,No,03JAN2007,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,20,Intersection,January,C: Possible Injury,20:24:00,Motorist Drive Out - Sign-Controlled Intersection,2007,No,No,Dark - Roadway Not Lighted,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,4 lanes,"35.4828070291, -78.2452024741"
6485,Durham,Durham,Piedmont,Residential,Mixed (30% To 70% Developed),NA,Urban,20 - 25  MPH,No Control Present,Clear,No,6,6-10,No,NA,Not Applicable,C: Possible Injury,Driveway / Alley,Black,Female,66,60-69,No,NA,11-15 mph,O: No Injury,Black,Male,Pickup,No,06JAN2007,Saturday,Bicyclist Failed to Yield - Midblock,13,Non-Intersection,January,C: Possible Injury,13:18:00,Bicyclist Ride Out - Residential Driveway,2007,No,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"36.0027501191, -78.8785026936"
6490,Greensboro,Guilford,Piedmont,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,33,30-39,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Female,70+,70+,No,NA,11-15 mph,O: No Injury,White,Female,Passenger Car,No,13JAN2007,Saturday,Motorist Left Turn / Merge,11,Intersection,January,B: Evident Injury,11:23:00,Motorist Left Turn - Opposite Direction,2007,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,4 lanes,"36.0898051019, -79.8408329895"
6502,Charlotte,Mecklenburg,Piedmont,Residential,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop And Go Signal,Cloudy,No,17,16-19,No,NA,NA,B: Evident Injury,Travel Lane,White,Male,33,30-39,No,NA,46-50 mph,O: No Injury,White,Female,Sport Utility,No,12JAN2007,Friday,Loss of Control / Turning Error,19,Intersection,January,B: Evident Injury,19:56:00,Motorist Lost Control - Other / Unknown,2007,Yes,No,Dark - Roadway Not Lighted,Straight - Level,NC Route,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,4 lanes,"35.0767738527, -80.7728032129"
6503,Durham,Durham,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,11,11-15,No,NA,Not Applicable,B: Evident Injury,Non-Roadway,Black,Male,24,20-24,No,NA,21-25 mph,O: No Injury,Black,Male,Passenger Car,No,23MAR2007,Friday,Bicyclist Failed to Yield - Signalized Intersection,18,Intersection-Related,March,B: Evident Injury,18:11:00,Bicyclist Ride Out - Signalized  Intersection,2007,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.992947117, -78.8701276906"
